id, name, description, count
578430883,ErisSeiren,PhD Candidate + Advanced Tech Master + Telematics Eng + Data Scientist + IT Solutions Architect + NetSci + Data Eng,3
291991124,MoisesGualapuro,,3
931948904,cleonrin,PhD | Research @ Banco de la República (Central Bank of Col.) | Extramural Fellow @ Tilburg Univ. | Part-time prof. @ Univ. del Rosario | (PERSONAL OPINIONS!),1
388651749,alientometal,"PhD Candidate
Trumpet player",1
302735772,rkcpanigrahi,Looking for PhD positions in Bioinformatics. I want to grow my career in Bioinformatics algorithm development. If any positions are available please inform me.,1
270544593,k1monfared,"mathematician, data scientist, and educator.
pronouns: they/them",2
3912267406,soojongkim_1,"PhD candidate @AnnenbergPenn @Penn | computational social science, networks, and information",4
4761196712,ArochaJG,Especialista #SistemasComplejos | MPA 2018 @harvard | @securefree fellow | Teniente Coronel (R) | Primer #PresoPolítico en #LaTumba | Soldado de Conciencia 🇻🇪,5
835323448675164162,complexbrains,"Işıl Bilgin, Mathematician, Cybernetics PhD Res. @UniRdg_BEL, @UniofReading. Res Assoc. @UWEBristol, UK. Complex/Brain Networks, EEG/fMRI, Semantics",5
1214957186121687041,ProfMilenkovic,Professor of #ComputerScience. Researcher in #NetworkScience & #ComputationalBiology. Huge #CocaColaFan. Even bigger #DogPerson. We need more #WomenInComputing!,1
1019341257162752000,SGomezTrillos,"🌎👩‍💻 Global Health - Behavioral health scientist working for health equity globally.
Tweeting about science (...& makeup). 

🇨🇴From MDE, Col.",1
1088293715834216448,ChienshihHuang1,"PhD Candidate at the Askew school. Method: SNA, Experiment. Study interlocal collaboration, executive turnover, policy support",1
1159182391455490049,Jo_Youngheun,"phd student @networks_lab IU | mother of cat, cook, traveler, brain network enthusiast 🧠 likes, follows != endorsements",1
1154392441346240513,mundocomplexus,Cómo podemos aplicar el #pensamientocomplejo y #sistémico en nuestra vida diaria #mundocomplexus #complejidad #EdgarMorin #complexity #complexus #complexsystems,1
4571541142,garridinh0,Drinking coffee. One deadline at a time #procrastigraphing,1
7685632,frankmoshe,"PhD Candidate in Applied Computing with focus in Complex {Systems|Networks}. Entrepreneur, Painter, Internet lover. Seventh-day Adventist.",2
914787406250987520,bayrameda_ee,"PhD Student @EPFL_en, research on #GraphSignalProcessing #NetworkScience, yogi, mezzo soprano",1
425533559,guillermo_id,Life & Social Sciences │ Researcher @datapopalliance │ #GIS #DataScience │ #CubanSalsa,1
40457334,jlarrosa,"Economist, PhD Universidad Nacional del Sur  Associate Professor. Social Network Analysis, Webscraping data, IPC Online. Mountaineering",9
1664996929,LL_Portes,"Physicist, Pythophilo. Research Fellow at UWA Maths",2
1124685928608555008,granpooli,Granpool Innovative Investments acquires significant minority stakes in innovative companies.,1
242347741,tekgy,I look at brains and solve problems with code. Always learning. Often playing. Opinions my own. He/him/his.,1
57171233,dques2766,"Theoretical and Computational Physicist; Interests: Complexity, Biometeorology, Applied Data Science, Modeling and Nano-sciences/coffee/outdoor/brainstorm",8
2151613198,tatianadragutan,"Curious human being, interested in making the world just a little bit better. PhD candidate @beta_economics, twitting on innovation, data science and politics",2
83485959,SergioAlcala_,"I'm Physicist interested in #ComplexSystems and Theoretical Biology.
Postdoctoral scholar at https://t.co/WJV6jzysUA in @UChicago.
Sobre otras cosas: @SerONoSerch",15
145754389,eddywongch,"Technologist, startups, graphs/p13n/data science, uwphoto, travel, foodie| Former CTP, Allaire, CTO @GoWanderu, @Redphare| Architect @DataStax 🇵🇪🇨🇳🇺🇸",2
742475738977308674,ragarwa2,"PhD
Affiliation: @inria_Paris, @IITKanpur, @C3iCenter 
Research in: Human Mobility, Network/Data Science, Self-Organization, Nature Inspired, IoT, Semantics",7
1517372827,selcanmutgan,"PhD Candidate studying micro-macro dynamics of segregation in Sweden using #registerdata @IAS_LiU      (R)Tweets in EN, TR, SE",5
1345735165,alexcmichels,"Spatial Informatics @ UIUC.
CyberGIS Center | CIGI Lab.
Informatics | Networks | Topology",4
496163705,m_cnakhaee,"Iran, Kerman (Tehran)
PhD student,  
Data Science group 
University of Twente
https://t.co/OFjjm4PIhc",1
398927965,sanmelons,"Staff Scientist @IFISC_mallorca. Research Scientist in Complex Systems. Networks, Pizza and Snowboarding.  From Rome, Italy.",36
1201660004928897024,BenFerrum,"BioHacker, Graph Analyst and wants to measure consciousness",1
2659003274,meichen_yu,"Postdoc fellow at University of Pennsylvania. Brain network analysis using fMRI, MEG and EEG in Alzheimer’s disease, FTD and major depressive disorder",3
137349966,leoferres,"Professor of Computer Science, @DataScienceUDD, @IngenierosUDD & Fellow, Telefónica I+D, @tidchile, & ISI Fellow, @ISI_Fondazione",11
1388112362,brsepulvado,"Computational social scientist with interests in bioethics, science, cognition, and inequality | he/him/his",15
327836613,MGuevaraA,"Full time professor at @upla_comunica @upla_ingenieria, part time faculty @informaticaUSM, former collaborator @CollectiveMIT.",2
434091746,pranavathiyani,"PhD Student | DBT-BINC JRF at Centre for #Bioinformatics, Pondicherry University. #Learner #RStats #DataScience #Python #ML #Perl #SysBio #AMR #NetworkScience",1
986017875407327232,v_valerioh,"Ag & Bio Engineering PhD Candidate at @UF modeling ag trade networks and value chains.
CrossFit, chihuahuas, data science, public health & R.
🇩🇴 🇺🇸",7
203574192,zuxfoucault,,1
832218151291125761,NasutoSlawek,"Professor of Cybernetics, #BrainComputerInterface, #neuroengineering, #animats, Biomedical Engineering",6
2316561068,ML_Ouellet,Assistant Professor | Department of Criminal Justice and Criminology @GeorgiaStateU,1
912372680438964224,ChengLin829,"Master's student in Computational Social Science. Interested in social mobility, political soc, ML&Stats, and social networks. Gamer",1
2489960958,MassimoSt,,32
1033815615017037825,JocksanVille,"Sometimes chaos, sometimes ordered, sometimes critical  || Undergraduate Program on Genomic Sciences. UNAM",1
1917923376,rishabhk_,"Assistant Professor at #igdtuw and Research Scholar @precog_iiitd in Online Social Media, Views / Opinions are personal",5
2417892751,arvidmartin,Ph.D. Student @IAS_LiU // Studies social influence- and aggregation dynamics in social systems (eg cultural & labor markets) using PML+Causal inference+ABMs,2
15045590,clauwa,"JProf in Computer Science at Univ. Koblenz & head of Data Science team at GESIS. Interested in  computational social science, networks and data science.",16
777027480901263360,jlmquiroz,"#Física #CxSc #NetworksScience  #Humor #Ateismo  
(no necesariamente en ese orden)",5
15405214,sderaco,todo empezó un día,1
2417494752,osirisrankin,Amateur father. Graduate student. Self destructive behaviors researcher. Clinician in training. Ford fellow. Late bloomer. Comics fan. Other stuff.,1
1061622836,MangioniG,,48
202124719,aminulacj,"Faculty at the Department of Media Studies and Journalism, University of Liberal Arts, Bangladesh. 

Alumnus of @ACJIndia",11
1929084218,NgiguaOax,"Researcher- IPN-Mexico, Complex Systems. Interested in science, regional food, mezcal and wine...",3
932895309826609152,mblukac,"PhD @KU_Leuven, Associate at @INETOxford | computational social scientist: #rstats, social networks, agent-based computational modelling. Father of a 👸!",5
130957956,Roswitamind,"The abstract-Curiosity drive model for exploration,arts and science,Possibilian & ""ʇsɐ!snɥʇuә u!ɐɹq"" BLOG:https://t.co/i6xKdwWBih   🧠♟️🧬👁‍🗨",1
243161145,iniguezg,"networks, complexity, data | assistant prof @dnds_ceu @ceuhungary | visiting researcher @CSAalto & 
@IIMAS_UNAM | co-founder @PredifyAnalytic | github: iniguezg",50
1158176849224187909,istudymemes,Physics+Philosophy Undergrad; Network Science/Communications Researcher trying to understand the mysteries of the cosmos but also the internet (he/him),2
1157333126378639365,alex_nafnlaus,"Undergrad student at UWaterloo.
Network science, complex systems, volleyball, climbing.",2
1161824396094296064,HengChienLiou,"#Taiwanese Undergrad Researcher. 
Networks, Compu Soc. & Alg Game Theory.
I do tweet about politics, because science is tangled w/ politics. 
NTU. Taiwan.",1
274888804,anshuman2111,"PhD student in Ecology and Evolution;
Paleobiology enthusiast",1
2791157881,hyunuk_kim07,"Postdoctoral Associate, Questrom School of Business & Institute for Health System Innovation and Policy, Boston University",17
1604482998,polbalen,Profesor en  DF - Exactas - UBA. Investigador CONICET               Biofísica y Sistemas Complejos,11
1584137959,ar0mcintosh,Scientist,3
1158039446559895552,FarahmandHaamed,PhD Student - Civil Eng (Construction Eng & Mgmt) | Urban Resilience Lab | Texas A&M University | Urban Resilience & Resilient Infrastructure Researcher,1
244481174,Fire_and_Skill,Geography / Network Analysis / Consumption / @ManMetUni / University of Edinburgh @UoEacademysport / @FB_Collective / @ASD_SportDir,4
795983437660241920,MohieddinJafari,"Senior Researcher, Computational Systems Biologist, Interested in Network Science, Text Mining and Traditional Medicine.",6
20760700,silviafierascu,"I translate complex problems into solutions for organisational development, political communication, better governance and citizen mobilization. @uvtromania",20
972083542187565056,shelbysturrock,"PhD Epi student (UofT) interested in wearable technology, time-use and physical activity epidemiology, health behaviour and all things spatial 🗺",1
15176649,lespin,"PhD. Candidate at @GESIS_org & @unikold. CTO @neoBOXec. Interests: #NetworkScience #DataScience, #ComputationalSocialScience, #OSN https://t.co/SAJtYr8EJu",11
1075735051252293635,asrayagiriraj,"PhD Scholar, IIT Delhi. Data Science, Neuroscience, Systems Biology. A hopeless book lover.",22
2648408096,jgonicor,Assistant Professor. Head of the CONNplexity Lab.,12
17740264,eran11,Assistant Professor at University of North Carolina School of Medicine (@UNC_SOM). Neuroscience+networks+neurodegeneration. Opinions my own.,2
14112036,dankessler,"{Neuro,Data} Scientist &
PhD Student @UMichStatistics",3
1560513588,branmorrighan,"Postdoctoral Researcher, Indiana University
Complex Systems / Network Science",14
614861421,yessitaAliEn,PhD student at @CICS_UDD 🇨🇱/ SciArt communicator / body science addict / runner & yoga rocker / potterhead⚡️,4
1224215975354040320,webbdanielk,"Data consultant. Likes network science and being upside down. 
He/Him/His",1
1067828599699451911,EFSForum,,1
1920201936,AlinaLungeanu,Research Assistant Professor @NorthwesternU,1
2742114133,randnetworkwalk,"I take random walks on Twitter and analyze social networks to study social movements and hunt down disinformation, bots. Avid reader aspiring to be a scholar.",1
1057191776119795712,takayukihir,"Postdoc at Aalto University in Finland, interested in complex systems.",1
100184465,brunofmr,"Assistant Professor of Computer Science Purdue University; Deep 
Learning, Relational Learning, Markov Chains, and Sampling.",8
1411308931,_stalaga_,"Social structure, social networks and stuff.",1
441778701,_marameo_,"Complex Systems, Complex Networks @ENSdeLyon | e-Government @unikold | Agent-Based Models, Econometrics @unito",26
1205961550361747462,ZahraMoradimnsh,"Computational Neuroscience, Brain Networks, Neurodevelopmental Disorders. #InstituteForCognitiveAndBrainSciences, Iran.",1
29825518,kenaiello,"Arizona State University
ASU-SFI Center for Biosocial Complex Systems
ASU Global Biosocial Complexity Initiative",4
1133069780917850112,yang3kc,Kaicheng Yang | Informatics Ph.D@Indiana University Bloomington,2
41152850,josephshaheen,"Intel. Community Postdoc Fellow. Computational Social Science. Quantifying the Human Element w/ Networks, Simulation, Math. Views=Mine. 私は古い方法で新しいものと戦う戦士です。",4
55997459,iPif,,3
21133252,chibold,"Researcher at CNR, working on computational social science, OSN analysis, urban computing, delay tolerant networks.",3
953317748,hasterly,"human, geographer, PhD student | #migration | #communication | #ICT4D | @TransReProject @UniVienna |",1
304589542,serena_villata,,1
1404517633,And_Scalco,Computational Social Scientist @rowett_abdn. Working on #AgentBasedModels and #ConsumerPsychology for #Sustainable #Diets. Perpetual guitar beginner. MOV,3
931653411631591424,YeBoudiou,,1
10161492,frederickaplan,"Prof in Digital Humanities at EPFL https://t.co/jSl3Uw80RL, President of the Time Machine Organisation https://t.co/YObSRk7RlL",1
49413866,randal_olson,"Chief Data Scientist, @FoxoBioscience. #MachineLearning, #AI, and #DataViz. Community leader for @DataIsBeautiful. #OpenScience advocate. Opinions are my own.",1
769902720,JayCanto,Studente.,1
335482307,Franz_gr,,1
2435499030,SMyers1983,"Evolutionary anthropologist by day, bookseller by night. Maternal investment, postnatal depression, life history, evolutionary demography, behavioural ecology.",4
1084536985,CarlosPaezAgraz,"Networkologist.  
CEO de @Mesurar",8
365002580,nvchawla,"Professor, Director of Notre Dame Center for Network and Data Science (CNDS), Founder @Aunalytics.",5
158678965,vtunali,"Assistant Professor. Complex Network Analysis, Text Mining, and Machine Learning Researcher. Software Engineer with 15+ years of industry experience.",3
39839816,Landa23,"Fundador MORLAN, LaData @ladatamx & DataLabMx @MxDatalab. Física PhD |Esp. Economía Monetaria & Financiera |Econometría |Inf Geoespacial  #ChangoDataScientist",2
58265438,vincentgauthier,,62
1227753529248485378,AvrumGillespie,I am a nephrologist interested in ESRD patient social networks and living donor kidney transplantation. Please excuse the #dyslexia.,1
1512280484,phihoevel,,8
1217607688621678592,huihui59359856,"data science, network science, epidemic",1
399544729,KatolaZ,I play with complex systems and networks. Software at https://t.co/etuPJTs60l network data sets and code at https://t.co/1Tozqz91cV,13
254554813,carlo_fisicaro,"Physicist of Complex Systems.  Physical-Mathematical modeling, Data Science, Quantum Computing and Complexity are my areas of expertise.",1
47203174,Gadzinski,"Media worker. Managing director Gazeta.pl, formerly head of Sport.pl, US correspondent (GW), Biały Domek, new media, seriale, żarcie, wino",1
1090634060383350786,SINeLabDTU,Social Interaction and Neuroscience Lab at DTU Compute. We study behavioural and brain mechanisms underlying social interaction.,1
410072997,Marco_Tizzoni,,1
16084329,pieranna_calvi,,1
40428645,Oskarryden,"PhD student in political science, University of Gothenburg.",1
921672902,SipkaSays,Datababy. Centrist. Firm but fair. Data science for social good programme manager @warwickuni. Views always my own.,1
53333835,fsyloslab,"Physicist, writer, editor of Roars, interested in astrophysics, complex systems,  science policy, science evaluation, economics.",1
186786443,FdeFrancho,"Space Engineer, Dreamer, Football Player, Food Expert, Passionate, Optimistic and always with a :) !  Ex @esa | Now making it happen at @PLD_Space",1
3445125555,CJBanks84,"Computer Scientist, Research Fellow (Core Scientist) at The University of Edinburgh, Mountaineer, Cyclist, Geek.",1
317422543,ricard_sole,Scientist & skeptic. Dad. Pathologically curious. Studying  evolution of complexity with maths and synthetic biology. ICREA & SFI professor. Secular humanist.,7
719013,sandrahanchard,"Data visualisation to influence behavioural change on intersecting themes of environment, health and economics. South East Asia + Pasifika",1
1174740308,alexbarclay_,"Advisor, digital policy & innovation at State of Geneva // Lecturer @SciencesPo // Research associate @mcminstitute // PhD candidate @HSGStGallen",1
2654227392,rorygreig1,"Software Engineer @improbableio   Simulation, Economics, Finance",2
454916195,BergaminiEnrico,"Economics & data science @Bruegel_org | Inequalities, innovation, regions, networks, media, policies & politics",1
3196174300,PhilippeWal,data scientist trying to overcome his unhealthy addiction to hyperparameter tuning.,1
1886566261,claragranell,Complex Networks researcher. Juan de la Cierva Postdoc @ Universidad de Zaragoza. 90's kid. Tarragona m'esborrona. I mostly use Twitter to complain,4
807403808,burcutepekule,"Antibiotic resistance evolution, HIV epidemiology, microbiome modeling, time series analysis, signal processing.  Postdoc @Unispital_USZ.",3
456396772,freesandstorm,,1
309507135,complejidadyec,"Seminario en la UNAM.
Busca divulgar el enfoque de la Complejidad a Economistas y Científicos Sociales interesados en estudiar sistemas socioeconómicos",17
702028721251868672,svcmls,,2
1137000237611069442,DavideMottin,"Assistant professor at Aarhus University, interested in graph analytics, graph mining, data management, and machine learning. Hobbies: hiking, running, swimming",1
161268291,DavidMartinB,"I try to transform data into knowledge. Data Scientist at @badi. Formerly @typeform, @icoolhunt/@nextatlas and co-founder of @datanpress",1
532074653,DirkHelbing,http://t.co/fVR2AyT09b,4
887665294570815488,CommsPhys,"An open access @nresearchnews journal publishing high quality primary research, reviews and commentary in all areas of physics.",2
257553582,benradwenidriss,,5
1223932829492547585,ArihBoh,"Physics editor at @CommsPhys, recovering postdoc. Most likely art, science, tango, kittens. Random otherwise. All views my own.",2
566542654,MathbookIT,"""The most beautiful thing we can experience is the mysterious. It is the source of all true art and #science"" (A. Einstein)",1
168140435,raffaelevacca,"Sociologist and data scientist at @UF • International migration, health disparities, social networks, science and collaboration 🇮🇹🇪🇺🇺🇸",8
621170614,ParagonSci_Inc,"PhD physicist in chaos theory and nonlinear dynamics
Chief Scientist at https://t.co/pF4BqpRvbH
https://t.co/xSSVUDHMiQ",4
54740139,JisunAn,"Scientist at QCRI, Doha. AI for Social Good. Social media analysis. Computational Journalism and Comp. Social Science. NLP and ML.",2
78005957,RogerCremades,"#Complexity, #Circular & #ClimateChange #Economics: cities, tipping network dynamics & norms, water nexus, insurance, ABM & AI, maths of info.",9
960871812,Mesurar,"Proyectos de #BigData y #Complejidad a medida para empresas, sectores y marcas. 

Inteligencia de redes sociales.

Socios de Albert -László @Barabasi",8
112452573,words_life,Postdoc at @UCLA Communication. Recent interest in tackling online (mis-)information using computational methods. Former @QatarComputing Ph.D@SoC KAIST,3
1186202201078878208,nodds_lab,Network-Oriented Dynamics and Data Science Research Group,4
3302800490,WELLHealthInc,"WELL’s communication platform connects patients to healthcare organizations through their preferred medium - text, email, phone or live chat. @Techstars Alum",1
1944845792,ChSteglich,sociological mathematician. network researcher.,2
3417939718,CxAalto,Complex Systems Research Area @ Aalto University,5
142654552,thilogross,"Makes complexity simple using nonlinear dynamics, statistical physics, complex networks and data science.",2
1195173232632041472,EvertronEthan,,1
292550340,AdvancingPhysio,NHS Physio. PhD complex adaptive systems in rural health and social care. On a mission to revolutionise rehab & transform integrated services,1
1361980022,GiovanniIacobs,PhD candidate: #turbulence #complex #networks #nonlinear #timeseries,1
316533898,galeanojav,"researcher, teacher, scientific traveler",9
18933976,SalzburgGlobal,"We challenge current and future leaders to shape a better world, mostly at @hsleopoldskron, our historic home. We share their ideas, too. Support our Campaign!",3
801817963,RolandFeng,"Ph.D. Candidate in Mathematics, Beihang University
Visiting Student in City, University of London
Working on Data Science
Looking for Postdoc Position now",3
1068486102930112514,BIGSSS_summer,"Research incubator on data-driven modeling of conflicts, migration & social cohesion hosting three CSS summer schools by @BIGSSS_Bremen. Tweets by @jalorenz",1
2279162833,simonihay,Father. Optimist. Epidemiologist. INTJ. Specialize in mapping of global health @IHME_UW to resolve geographical inequalities in health metrics. RTs ≠ endorsing.,1
522524224,orlayesno,"Better Business Builder | Business Model Design, Innovation, Internationalization | Strategy | 6 Languages | Italy |
Brazil | China | Cultures | Photo",2
2316238513,dade_us,"Runner, biker, swimmer, food lover, and assistant professor of marketing @USCMarshall.",1
25042736,i_RoBo_,"Political scientist (leading DIPART, digital party research), mother of two, wife, yoga teacher & therapist. @nrw_sog. views=own.",1
111402243,manishsaggar,Assistant Professor,2
177173603,dpastoresc,"Data, Social and Life Sciences. Collective Intelligence. SDGs, resilience and humanitarian action. Musician. Philosopher. Founder @LifeDLab / @itdupm @EITHealth",1
108700310,murseltasgin,"Ph.D. graduate @Bogazici_Cmpe, computer engineer, artificial intelligence & machine learning lead, Busy with graphs, algorithms, complex systems.",8
2230759558,HensNiel,"Professor at Hasselt University and University of Antwerp. Research interests: biostat & math epidemiology. CenStat, I-BioStat, DSI & Chermid, Vaxinfectio",1
1008640329891934208,matteo_tiziana,,2
2814961270,tommasogili,,1
243174632,tomo_onaga,Tohoku Univ./Assistant professor🎓/FRIS/Ireland🇮🇪/Limerick/Kyoto🌸/rugby🏉/applied mathematician🏝,2
101978854,sarikajalan9,"scientist Prof. Physics #complexnet #multilayer networks, #graphspectra, #chimera. worked at @mpipks @mpimis @nus. Phd from @prl",9
1179646258769584128,Po_CSS,Welcome to the official account of the President of @CompSysSoc. This page is devoted to dissemination of Complexity Science.,3
248393312,RushiBhavsar,Renaissance Adolescent. Data and stuff. ex- @wpp fellow,2
730791459545210881,ShekatkarSnehal,"Asst. Professor at SP Pune University.
Mathematical modeling, complex networks.",33
1143983682006523904,laura_didom,mathematician | PhD student in Public Health | infectious disease modeling & complex networks,1
1149777903284031488,NetworCSS,News & updates about #CSS #Networks #Polarization #NegativeTies #SignedNetworks & related research topics. Tweets by @saminrf and guest admins. Mention for RT.,5
1007360951170027521,MarekTempe,"Mundus vult decipi, ergo decipiatur.",21
778694570661949441,ana16_jaramillo,"Complex systems and social network young researcher. Interested in health, education, social disparities and culture. Researcher- Universidad de los Andes",11
4851173447,hfarruda,Ph.D. in Computer Science and Computational Mathematics at ICMC - University of São Paulo (USP).,11
845839117338456068,eky102,"Randomness is very difficult to achieve, organization always merges back if you don't pay attention.",1
2880029134,mrcpangallo,"Economics, complex systems, networks, data science. @JSMF Postdoctoral Fellow @SantAnnaPisa, Institute of Economics & @EMbeDS_SantAnna",14
311396644,LucaLuceri,"PhD Student in Computational Social Science, Data Mining, Deep Learning",2
821374031693774848,aminkaveh17,"@uuinfolab, Uppsala University

#NetworkScienceFlashcards 
#correctMe 
#uncertainGraphs 
#dataMining",1
3197753533,DanielJ_Case,"Complex Systems | Physics | Econ | AI, Ph.D. from @NorthwesternU, Paid Marketing Strategy @carsdotcom #cooking #food",1
2542515740,vkreso,time myopic,2
111204600,mansumansu,Do the right thing 똑바로 해라,2
221980399,PabMedi,,10
796901845608304640,TaharMouloud1,Student,8
3196161958,KevinZollman,"Philosopher and Game Theorist at Carnegie Mellon ⏳Aspiring parasitic wasp ⏳ Author of The Game Theorist's Guide to Parenting (FSG, 2017)",3
2873721453,kstathou,@Mozilla Fellow 2019/20 - machine learning and open science | Principal Researcher (Data Science) @nesta_uk,1
2786173214,SannaOjanpera,Researching #futureofwork #digitaleconomy #gigeconomy #globaldev #ICT4D at @oiioxford @UniofOxford and @turinginst. Views and musings are my own.,7
206617660,littvay,"Professor @ceu @ceupolsci, leads Team Survey @populismteam, academic convenor @ecpr methods schools, asc editor @ISTStwins, runs @hutwins, picks bluegrass.",1
18987504,ivan_amato,Science writer/editor/podcaster. Science cafe founder. Creator of The Moonshot Catalog. Bylines @washingtonpost @sciencemagazine @SciAm @QuantaMagazine @TheLWON,1
48417486,ronaldomenezes,"Professor of Data and Network Science at University of Exeter. Director of the BioComplex Lab. Works on human dynamics, network science, and swarm intelligence.",8
3254426133,murilo_loureiro,,1
2242851314,MichaelUftring,"Software Engineer + Data Scientist, with research interests In Network Science & Complex Systems",1
2766194652,EdMHill,Researcher in mathematical epidemiology at the Zeeman Institute: SBIDER (@WarwickSBIDER) based in @warwickuni.,1
3077144869,PreethiLahoti,"PhD candidate @ Max Planck Institute Machine Learning & Data Mining |
@AaltoUniversity Alumni |
Ex-@Microsoft",1
2778960242,OpportNetwork,Opportunity Network is an invite-only network for select CEOs and private investors to grow their businesses worldwide.,1
1210441254,rmarculescu,,2
856593179419828230,femquant,"Network of researchers interested in feminist, quantitative social science. Run by @Rose_E_Cook, @JenChanf, @HeiniVaisanen & @sararosetaylor #FemQuantSeminar",2
3406403592,claytonsbingham,Neuromodulation Center @CWRU @CaseEngineer ; formerly @USCViterbi ; @ARCSFoundation scholar ; #engineering #neuroscience #technology,1
1140266580187734016,irenemalvestio1,,2
378643551,GlobalEcoGuy,"Climate & environmental scientist. Focused on solutions. Executive Director, Project Drawdown @ProjectDrawdown https://t.co/pbMZhDja69 My views.",1
105405048,everardoreyes,"Reader, writer, coder, learner, teacher, in Hypermedia, Visual semiotics, Media Art, Cultural Analytics, DH. Univ. Paris 8 / Lab. Paragraphe",1
1016623225126703104,Alliance4EU,The pan-European association of pro-European movements. 🇪🇺,2
601184431,mikaelseppala,👨‍💼Specialist @Sitrafund #SitraLab https://t.co/AoB4rujqWf | ⚡️@sys_innovation #SystemsChange | 🔥 #SystemsThinking #Complexity,3
81618211,atifadam1,"systems researcher focused on intersection of chronic disease, aging and technology",1
201176097,freddurao,,1
18873795,Jelel_Ezzine,"Contributing to the glocal Collective Dynamics, enacting the Butterfly Effect, and seeking to facilitate the emergence of Collective Consciousness!",1
97776556,amberjudge,"Instructional designer, edtech consultant, yoga instructor, writer, human, geek obsessed with designing for results, wellness & sustainability.",1
1120621201376854017,nerdsitu,"NEtwoRks, Data and Society (NERDS) group at IT University of Copenhagen @robysinatra @mszll @LR @mikk_c",2
305504617,VNetworkLabs,"Using our lens as network scientists, we help networks, coalitions, alliances & other partnerships collaborate more strategically for social impact.",11
394771556,ProfYde,Investigadora del uso de las TIC y las Redes Sociales en la educación y la sociedad // Use of ICT and Social Networks in education and society´s researcher,1
467804590,squazzoni,"Professor of Sociology at the University of Milan, Head of the BEHAVE lab, Editor of JASSS-The Journal of Artificial Societies and Social Simulation",1
1058554245513797632,vakratundd,2021 💯,1
19214480,adaboost,,6
1156794480,JaredKWA,"Uni of Exeter graduate, former RA for @SensoryEcology & now a PhD researcher studying the social transmission of disease in dogs",1
1975097718,edeutschma,"Sociologist (network analysis, transnational mobility, regional integration, power laws, etc). Senior lecturer @uniGoettingen, formerly Oxford, BIGSSS & EUI",1
2537862908,babyproudlee,"Ph.D.，Associate Prof. 
Reseaech interests：Multiplex networks, Online public opinion，Complexity  of the stock market，Energy and envirionment economics",15
741376811070820352,germcells,"Scientist in #reproduction and #infertility. Lover of the beautiful, the awkward and the futile. Perennial outsider, DIY aesthete. @IGCiencia, @isamb_fmul",1
381314257,StephGervasi,"health data scientist, Radiohead devotee, Philadelphian, she/her",2
2541395733,JenColville10,Innovative development calls for a collision of ideas. Currently managing @UNDP's regional innovation portfolio in Arab States. #inno4dev,1
246784429,ani_thapa,"Data Innovation, RBM for Development & nature conservation buff with @UNDPNigeria. Previously w/ @UNDP_Sudan. Views are my own. Retweets ≠ endorsements.",1
43363760,HundredthIdiot,"Interested in software, complex systems, philosophy and interesting people. Handle is an ode to randomness. Actual idiot.",1
112466047,mimran15,Scientist and Lead of the Crisis Computing team at QCRI. Interested in Social Media data mining for Social Good & Applied Machine Learning,1
214062910,sara_hlt,"Head of Digital Humanities research group at Fondazione Bruno Kessler in Trento, love languages and computational linguistics",1
184817460,BioComplexLab,"Bio-Inspired Computing, Complex Networks, and Human Dynamics Laboratory. At the University of Exeter, UK",4
96154851,weiluo0001,"Research Associate @ Computational Health Informatics Program @Bos_CHIP and Harvard Medical School || GIS, Visual Analytics, Social Network, Epidemiology.",1
29948932,SanazFA,"Senior Lecturer in Human Computer Interaction, University of Brighton, Author, Co-founder of IWECA, Music.iLuv, Advocate for Women in STEM #HCI #AI #UX #ML Bio:",1
1073350225199288321,howisthewater,"I study complex systems theory. Build data sets to identify information asymmetries in opaque markets, and try to identify hidden opportunities within them.",1
3926021301,SrourAli0,"Senior Data Scientist, Technology Strategist, and #AI Consultant.
Co-Founder of #DataAurora 
Focus: #BigData #innovation #IOT #MachineLearning #ddj",1
864490904979210240,RezaSadeghiWSU,"Research Trainee at Division of Sleep and Circadian Disorders, Brigham and Women's Hospital, Harvard Medical School #TimeSeries #decisionSupport #sleep #AI",2
1016648067062353920,CampedelliGian,"PhD - Criminology @unicatt - *On the job market* // Terrorism, Organized Crime, Computational Criminology. I believe in Pink Floyd, James Ellroy and FC Inter.",4
2180630366,Agostin01,"Student @UniTO,
Physics of complex systems",1
989097257986293760,stinomat,"PhD student, URV",5
42653015,igeolise,"Making maps searchable by minutes, not miles. Location-based site search & analytics API.",1
346695250,nickyzachariou,"Mathematician by training. Tweets are ""nicely written and contain many statements that one can hardly disagree with."" Now @MoJGovUK + @databeersldn. Ex @gdsteam",2
920270921914568705,philipplenz6,When quantitative changes in our communication result in qualitative changes in our behaviour | Sociophysics of collective decision making online @mpib_berlin,3
1016365058954276867,WiMLDS_Milan,Women in Machine Learning & Data Science | Milan Chapter @wimlds 🇮🇹🇪🇺@claudiavolpetti,1
790908517,pklampros,"PhD Researcher @BartlettArchUCL https://t.co/4A3dFJITBC https://t.co/hpczB8t0na
depthmapX contributor @ https://t.co/hRRSDw4fAJ",1
880369521843986432,F_DeVicoFallani,"Inria research scientist - Signal processing, Network theory, Neuroscience",6
16597102,dgzara,Ph.D candidate at @NorthwesternU @SonicNU. Adjunct Assistant Professor at @fcomuc,7
217178340,pareyesv,Researcher at Barcelona Supercomputing Center @BSC_CNS,1
193755075,abagavat,Assistant Professor at Oklahoma State University... Alumni of UNC Charlotte...,2
